"Region Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
US48,"12/15/2019 1 p.m. EST",428577,424107,418421,1391
US48,"12/15/2019 2 p.m. EST",426633,421958,417616,1214
US48,"12/15/2019 3 p.m. EST",425892,421262,416163,1174
US48,"12/15/2019 4 p.m. EST",427395,424744,421056,1324
US48,"12/15/2019 5 p.m. EST",436165,435039,432941,952
US48,"12/15/2019 6 p.m. EST",453612,450213,443466,-34
US48,"12/15/2019 7 p.m. EST",468229,462881,455687,704
US48,"12/15/2019 8 p.m. EST",476394,468979,463961,710
US48,"12/15/2019 9 p.m. EST",478735,468334,462835,-115
US48,"12/15/2019 10 p.m. EST",469781,457720,451476,-175
US48,"12/15/2019 11 p.m. EST",454032,440978,436298,-474
US48,"12/16/2019 12 a.m. EST",435772,421652,414495,-478
US48,"12/16/2019 1 a.m. EST",418961,404956,403299,-302
US48,"12/16/2019 2 a.m. EST",406111,395368,394426,1862
US48,"12/16/2019 3 a.m. EST",397900,388480,387285,2074
US48,"12/16/2019 4 a.m. EST",394210,387645,383133,1495
US48,"12/16/2019 5 a.m. EST",396197,395628,389450,1201
US48,"12/16/2019 6 a.m. EST",410749,414689,406140,703
US48,"12/16/2019 7 a.m. EST",439373,442196,433566,908
US48,"12/16/2019 8 a.m. EST",465973,466047,455405,742
US48,"12/16/2019 9 a.m. EST",479759,478521,467412,-171
US48,"12/16/2019 10 a.m. EST",486619,484683,474109,766
US48,"12/16/2019 11 a.m. EST",489365,486127,477261,603
US48,"12/16/2019 12 p.m. EST",486305,483277,473961,486
US48,"12/16/2019 1 p.m. EST",482513,478591,471079,639
US48,"12/16/2019 2 p.m. EST",478418,474688,467770,1214
US48,"12/16/2019 3 p.m. EST",475339,471765,464240,767
US48,"12/16/2019 4 p.m. EST",474673,472959,466765,1021
US48,"12/16/2019 5 p.m. EST",479822,479841,474047,862
US48,"12/16/2019 6 p.m. EST",493793,491061,484284,969
US48,"12/16/2019 7 p.m. EST",505981,501120,491076,425
US48,"12/16/2019 8 p.m. EST",511924,505502,497259,177
US48,"12/16/2019 9 p.m. EST",510523,502675,492210,-333
US48,"12/16/2019 10 p.m. EST",498797,488565,479443,-69
US48,"12/16/2019 11 p.m. EST",479594,467929,460999,91
US48,"12/17/2019 12 a.m. EST",457888,445654,437595,294
US48,"12/17/2019 1 a.m. EST",438100,427791,422577,202
US48,"12/17/2019 2 a.m. EST",422022,416924,407604,545
US48,"12/17/2019 3 a.m. EST",413099,408897,401016,927
US48,"12/17/2019 4 a.m. EST",410007,406731,399391,550
US48,"12/17/2019 5 a.m. EST",412048,413856,403235,65
US48,"12/17/2019 6 a.m. EST",424198,433568,417811,334
US48,"12/17/2019 7 a.m. EST",450394,461486,444750,549
US48,"12/17/2019 8 a.m. EST",478321,486927,468022,159
US48,"12/17/2019 9 a.m. EST",494138,499820,482202,-7
US48,"12/17/2019 10 a.m. EST",502700,504634,489653,447
US48,"12/17/2019 11 a.m. EST",503950,503213,491433,726
US48,"12/17/2019 12 p.m. EST",502663,497326,490676,866
US48,"12/17/2019 1 p.m. EST",496708,490412,485320,380
US48,"12/17/2019 2 p.m. EST",491419,484588,479879,1540
US48,"12/17/2019 3 p.m. EST",486896,479992,475779,1363
US48,"12/17/2019 4 p.m. EST",484486,478426,476032,1046
US48,"12/17/2019 5 p.m. EST",489149,484856,483407,831
US48,"12/17/2019 6 p.m. EST",503877,498523,492455,-205
US48,"12/17/2019 7 p.m. EST",518617,511875,505170,-318
US48,"12/17/2019 8 p.m. EST",526548,520453,512548,-355
US48,"12/17/2019 9 p.m. EST",527430,520688,509223,-826
US48,"12/17/2019 10 p.m. EST",518697,509579,498962,-827
US48,"12/17/2019 11 p.m. EST",501646,491105,482296,-538
US48,"12/18/2019 12 a.m. EST",480955,470551,462443,-60
US48,"12/18/2019 1 a.m. EST",463743,455164,448739,-271
US48,"12/18/2019 2 a.m. EST",454294,445673,439655,-1134
US48,"12/18/2019 3 a.m. EST",447179,439728,434299,-874
US48,"12/18/2019 4 a.m. EST",446107,438987,435375,-813
US48,"12/18/2019 5 a.m. EST",451369,448395,442752,-786
US48,"12/18/2019 6 a.m. EST",468156,469827,462260,-385
US48,"12/18/2019 7 a.m. EST",499177,499161,491842,-1456
US48,"12/18/2019 8 a.m. EST",529320,522934,516686,-1610
US48,"12/18/2019 9 a.m. EST",539646,531420,522768,-1914
US48,"12/18/2019 10 a.m. EST",535952,529063,520481,-1472
US48,"12/18/2019 11 a.m. EST",525458,520769,509571,-859
US48,"12/18/2019 12 p.m. EST",512180,508339,498889,-941
US48,"12/18/2019 1 p.m. EST",499970,495797,486659,-438
US48,"12/18/2019 2 p.m. EST",491083,485744,478350,-266
US48,"12/18/2019 3 p.m. EST",483912,479404,471801,117
US48,"12/18/2019 4 p.m. EST",480289,480037,472691,476
US48,"12/18/2019 5 p.m. EST",487090,489093,482919,600
US48,"12/18/2019 6 p.m. EST",508114,506406,499387,1130
US48,"12/18/2019 7 p.m. EST",529723,524958,516810,-36
US48,"12/18/2019 8 p.m. EST",542584,536199,528968,-137
US48,"12/18/2019 9 p.m. EST",546652,537735,530326,-819
US48,"12/18/2019 10 p.m. EST",540564,528331,521412,-629
US48,"12/18/2019 11 p.m. EST",525282,511238,507334,-613
US48,"12/19/2019 12 a.m. EST",505043,491502,478350,-363
US48,"12/19/2019 1 a.m. EST",488395,476491,472752,-455
US48,"12/19/2019 2 a.m. EST",476135,467701,461027,-482
US48,"12/19/2019 3 a.m. EST",470055,463157,457890,-214
US48,"12/19/2019 4 a.m. EST",470065,462917,460180,530
US48,"12/19/2019 5 a.m. EST",475136,472636,468703,766
US48,"12/19/2019 6 a.m. EST",491859,494640,488232,437
US48,"12/19/2019 7 a.m. EST",523173,523421,517076,221
US48,"12/19/2019 8 a.m. EST",549966,544429,537983,-350
US48,"12/19/2019 9 a.m. EST",557104,549069,541742,-267
US48,"12/19/2019 10 a.m. EST",548422,541236,530806,-847
US48,"12/19/2019 11 a.m. EST",532833,528101,518364,296
US48,"12/19/2019 12 p.m. EST",513865,512224,500810,472
US48,"12/19/2019 1 p.m. EST",497578,497431,484909,1470
US48,"12/19/2019 2 p.m. EST",485798,485711,473136,1086
US48,"12/19/2019 3 p.m. EST",478836,478430,466626,53
US48,"12/19/2019 4 p.m. EST",475216,477931,463832,102
US48,"12/19/2019 5 p.m. EST",481799,487251,467592,1286
US48,"12/19/2019 6 p.m. EST",501748,504664,480732,1400
US48,"12/19/2019 7 p.m. EST",495653,522278,482088,538
US48,"12/19/2019 8 p.m. EST",505089,531770,492927,-307
US48,"12/19/2019 9 p.m. EST",505957,532514,496183,-106
US48,"12/19/2019 10 p.m. EST",528561,522366,505187,159
US48,"12/19/2019 11 p.m. EST",513369,504999,495252,254
US48,"12/20/2019 12 a.m. EST",493184,484744,479260,1017
US48,"12/20/2019 1 a.m. EST",476548,468410,461776,692
US48,"12/20/2019 2 a.m. EST",465151,458410,451484,21
US48,"12/20/2019 3 a.m. EST",458579,450798,445936,1314
US48,"12/20/2019 4 a.m. EST",455439,450601,445225,1895
US48,"12/20/2019 5 a.m. EST",459188,457970,451794,1937
US48,"12/20/2019 6 a.m. EST",471768,477483,468529,2421
US48,"12/20/2019 7 a.m. EST",498979,502348,494074,2614
US48,"12/20/2019 8 a.m. EST",523388,520836,513576,3706
US48,"12/20/2019 9 a.m. EST",530904,524879,515226,2089
US48,"12/20/2019 10 a.m. EST",524484,518078,507873,1945
US48,"12/20/2019 11 a.m. EST",510781,507673,496479,1969
US48,"12/20/2019 12 p.m. EST",495213,494205,481706,2946
US48,"12/20/2019 1 p.m. EST",481722,481494,470116,2612
US48,"12/20/2019 2 p.m. EST",471880,471635,458620,2600
US48,"12/20/2019 3 p.m. EST",465059,465279,455659,2497
US48,"12/20/2019 4 p.m. EST",464101,464136,454753,3144
US48,"12/20/2019 5 p.m. EST",468948,472634,465927,4052
US48,"12/20/2019 6 p.m. EST",485513,486447,475725,3216
US48,"12/20/2019 7 p.m. EST",497722,498953,485313,3109
US48,"12/20/2019 8 p.m. EST",502140,503346,488416,2103
US48,"12/20/2019 9 p.m. EST",501759,502334,485271,1533
US48,"12/20/2019 10 p.m. EST",493861,493009,476350,1996
US48,"12/20/2019 11 p.m. EST",480264,478110,462336,1829
US48,"12/21/2019 12 a.m. EST",462102,460110,451146,2034
US48,"12/21/2019 1 a.m. EST",444954,445938,430963,2191
US48,"12/21/2019 2 a.m. EST",430495,431307,418711,1561
US48,"12/21/2019 3 a.m. EST",420022,421210,408893,1739
US48,"12/21/2019 4 a.m. EST",415094,376463,404892,2465
US48,"12/21/2019 5 a.m. EST",414045,418021,404800,2170
US48,"12/21/2019 6 a.m. EST",417298,424969,410322,2546
US48,"12/21/2019 7 a.m. EST",433438,437041,421973,2624
US48,"12/21/2019 8 a.m. EST",441948,450562,435911,2676
US48,"12/21/2019 9 a.m. EST",456345,461234,448128,2856
US48,"12/21/2019 10 a.m. EST",465884,464814,455934,2831
US48,"12/21/2019 11 a.m. EST",470618,462466,456164,2665
US48,"12/21/2019 12 p.m. EST",464729,455642,449299,2875
US48,"12/21/2019 1 p.m. EST",452211,445531,442640,2327
US48,"12/21/2019 2 p.m. EST",448206,436925,433451,2359
US48,"12/21/2019 3 p.m. EST",437813,430862,428411,1974
US48,"12/21/2019 4 p.m. EST",439808,430636,427188,2585
US48,"12/21/2019 5 p.m. EST",438559,438532,434638,3120
US48,"12/21/2019 6 p.m. EST",458060,452328,445584,2566
US48,"12/21/2019 7 p.m. EST",466301,464765,456343,3236
US48,"12/21/2019 8 p.m. EST",471903,470334,461505,2066
US48,"12/21/2019 9 p.m. EST",473814,470570,459605,1407
US48,"12/21/2019 10 p.m. EST",467979,462411,454872,1750
US48,"12/21/2019 11 p.m. EST",458612,449619,442317,522
US48,"12/22/2019 12 a.m. EST",444350,433440,432594,1074
US48,"12/22/2019 1 a.m. EST",429341,418924,416444,1097
US48,"12/22/2019 2 a.m. EST",418593,406781,402060,-1421
US48,"12/22/2019 3 a.m. EST",412005,399060,395369,101
US48,"12/22/2019 4 a.m. EST",403191,396784,392422,-849
US48,"12/22/2019 5 a.m. EST",403223,397515,392745,-881
US48,"12/22/2019 6 a.m. EST",406322,402635,396823,-187
US48,"12/22/2019 7 a.m. EST",422599,411913,406989,33
US48,"12/22/2019 8 a.m. EST",429298,423435,420091,193
US48,"12/22/2019 9 a.m. EST",449333,433348,430333,-128
US48,"12/22/2019 10 a.m. EST",448636,437717,433702,-213
US48,"12/22/2019 11 a.m. EST",451474,436103,434376,418
US48,"12/22/2019 12 p.m. EST",441503,430929,430548,805
US48,"12/22/2019 1 p.m. EST",434785,425068,423564,832
US48,"12/22/2019 2 p.m. EST",428630,419681,417233,-191
US48,"12/22/2019 3 p.m. EST",423785,416295,413336,-202
US48,"12/22/2019 4 p.m. EST",422126,416802,412049,-654
US48,"12/22/2019 5 p.m. EST",426970,426505,420923,-705
US48,"12/22/2019 6 p.m. EST",443129,441901,433746,-889
US48,"12/22/2019 7 p.m. EST",456168,455730,443529,-1471
US48,"12/22/2019 8 p.m. EST",463216,463672,448018,-3282
US48,"12/22/2019 9 p.m. EST",465057,464650,448101,-3404
US48,"12/22/2019 10 p.m. EST",458696,455763,440563,-2981
US48,"12/22/2019 11 p.m. EST",446605,440660,428046,-2865
US48,"12/23/2019 12 a.m. EST",429976,422765,417508,-2742
US48,"12/23/2019 1 a.m. EST",414068,406133,398106,-2667
US48,"12/23/2019 2 a.m. EST",401559,394637,388781,-595
US48,"12/23/2019 3 a.m. EST",394555,388149,382411,-762
US48,"12/23/2019 4 a.m. EST",391277,387488,380419,-720
US48,"12/23/2019 5 a.m. EST",394502,394653,383923,-593
US48,"12/23/2019 6 a.m. EST",405063,412326,397219,-849
US48,"12/23/2019 7 a.m. EST",426094,435785,418736,-1064
US48,"12/23/2019 8 a.m. EST",450622,456343,440361,-381
US48,"12/23/2019 9 a.m. EST",466662,465605,452088,-1061
US48,"12/23/2019 10 a.m. EST",472590,467154,456440,-775
US48,"12/23/2019 11 a.m. EST",468944,463897,451725,-865
US48,"12/23/2019 12 p.m. EST",461249,456566,442966,-497
US48,"12/23/2019 1 p.m. EST",450836,448007,434355,-706
US48,"12/23/2019 2 p.m. EST",441916,440933,426124,95
US48,"12/23/2019 3 p.m. EST",436045,436092,421637,30
US48,"12/23/2019 4 p.m. EST",432714,435906,421234,76
US48,"12/23/2019 5 p.m. EST",435731,444141,427562,-345
US48,"12/23/2019 6 p.m. EST",448257,456998,437694,-281
US48,"12/23/2019 7 p.m. EST",459758,468863,446021,125
US48,"12/23/2019 8 p.m. EST",464325,474747,449843,10
US48,"12/23/2019 9 p.m. EST",463686,473395,446949,-187
US48,"12/23/2019 10 p.m. EST",455746,462074,437792,-336
US48,"12/23/2019 11 p.m. EST",442034,444269,425227,-628
US48,"12/24/2019 12 a.m. EST",424061,423358,410724,-679
US48,"12/24/2019 1 a.m. EST",407133,404666,391779,-1228
US48,"12/24/2019 2 a.m. EST",393134,387682,377553,-1769
US48,"12/24/2019 3 a.m. EST",383350,379647,369366,-1933
US48,"12/24/2019 4 a.m. EST",378996,374459,365302,-2036
US48,"12/24/2019 5 a.m. EST",379102,376521,367569,-2171
US48,"12/24/2019 6 a.m. EST",385521,384797,376008,-1978
US48,"12/24/2019 7 a.m. EST",400163,400996,391277,-2072
US48,"12/24/2019 8 a.m. EST",417802,419464,406415,-1699
US48,"12/24/2019 9 a.m. EST",432217,433242,418239,-2766
US48,"12/24/2019 10 a.m. EST",438890,439271,424004,-2150
US48,"12/24/2019 11 a.m. EST",437251,439697,422531,-2037
US48,"12/24/2019 12 p.m. EST",429820,434587,414603,-1448
US48,"12/24/2019 1 p.m. EST",420492,427108,406889,-1538
US48,"12/24/2019 2 p.m. EST",412163,420803,400177,-777
US48,"12/24/2019 3 p.m. EST",406471,416102,395523,-598
US48,"12/24/2019 4 p.m. EST",404347,414277,394939,-737
US48,"12/24/2019 5 p.m. EST",407070,419397,401109,-910
US48,"12/24/2019 6 p.m. EST",416507,425984,403919,-473
US48,"12/24/2019 7 p.m. EST",423115,431203,408418,-589
US48,"12/24/2019 8 p.m. EST",423507,433469,408980,-954
US48,"12/24/2019 9 p.m. EST",421395,432675,406017,-1473
US48,"12/24/2019 10 p.m. EST",415279,426279,399597,-2057
US48,"12/24/2019 11 p.m. EST",407877,416027,392540,-1366
US48,"12/25/2019 12 a.m. EST",397211,401288,383179,-322
US48,"12/25/2019 1 a.m. EST",384477,384780,369955,-462
US48,"12/25/2019 2 a.m. EST",377459,372250,363673,-1408
US48,"12/25/2019 3 a.m. EST",371036,364564,359383,-290
US48,"12/25/2019 4 a.m. EST",367812,359719,358056,520
US48,"12/25/2019 5 a.m. EST",368120,360303,358449,370
US48,"12/25/2019 6 a.m. EST",372373,365768,365159,696
US48,"12/25/2019 7 a.m. EST",381704,377335,375228,134
US48,"12/25/2019 8 a.m. EST",394851,391215,387525,906
US48,"12/25/2019 9 a.m. EST",406667,402777,395675,529
US48,"12/25/2019 10 a.m. EST",410067,409033,396768,475
US48,"12/25/2019 11 a.m. EST",406803,410350,395105,236
US48,"12/25/2019 12 p.m. EST",401871,407863,389846,-761
US48,"12/25/2019 1 p.m. EST",395167,401899,382828,-307
US48,"12/25/2019 2 p.m. EST",389005,395102,378692,-233
US48,"12/25/2019 3 p.m. EST",384899,390424,374990,314
US48,"12/25/2019 4 p.m. EST",381995,388422,372654,44
US48,"12/25/2019 5 p.m. EST",383085,393401,377905,245
US48,"12/25/2019 6 p.m. EST",392195,401315,382643,-316
US48,"12/25/2019 7 p.m. EST",402096,411030,389373,-1028
US48,"12/25/2019 8 p.m. EST",408058,416891,395452,-563
US48,"12/25/2019 9 p.m. EST",410820,418058,396137,-786
US48,"12/25/2019 10 p.m. EST",407616,412812,391376,-1025
US48,"12/25/2019 11 p.m. EST",399321,402598,384148,-959
US48,"12/26/2019 12 a.m. EST",388271,389084,376926,-723
US48,"12/26/2019 1 a.m. EST",376858,375829,364028,-346
US48,"12/26/2019 2 a.m. EST",367490,364202,355564,641
US48,"12/26/2019 3 a.m. EST",361346,358351,350856,947
US48,"12/26/2019 4 a.m. EST",358939,357784,348801,408
US48,"12/26/2019 5 a.m. EST",361627,363208,353334,646
US48,"12/26/2019 6 a.m. EST",372168,376511,366412,796
US48,"12/26/2019 7 a.m. EST",391592,395908,386202,-644
US48,"12/26/2019 8 a.m. EST",412580,415181,402826,-699
US48,"12/26/2019 9 a.m. EST",427488,427446,413295,-1476
US48,"12/26/2019 10 a.m. EST",435392,433427,419515,-2062
US48,"12/26/2019 11 a.m. EST",437240,434936,421217,-1379
US48,"12/26/2019 12 p.m. EST",436365,432931,420569,-1008
US48,"12/26/2019 1 p.m. EST",432815,428608,418074,-1115
US48,"12/26/2019 2 p.m. EST",429301,425133,416442,-463
US48,"12/26/2019 3 p.m. EST",426295,422168,413945,-614
US48,"12/26/2019 4 p.m. EST",424431,423067,413380,-746
US48,"12/26/2019 5 p.m. EST",427879,430333,420573,-1040
US48,"12/26/2019 6 p.m. EST",439788,439497,428062,-992
US48,"12/26/2019 7 p.m. EST",450622,449283,436338,-890
US48,"12/26/2019 8 p.m. EST",453936,453874,439566,-618
US48,"12/26/2019 9 p.m. EST",452404,453014,435469,-512
US48,"12/26/2019 10 p.m. EST",443053,440773,424158,-518
US48,"12/26/2019 11 p.m. EST",427691,423193,409715,-557
US48,"12/27/2019 12 a.m. EST",409981,403743,395380,408
US48,"12/27/2019 1 a.m. EST",394195,381024,380527,431
US48,"12/27/2019 2 a.m. EST",380851,367340,366471,105
US48,"12/27/2019 3 a.m. EST",371546,358350,358804,570
US48,"12/27/2019 4 a.m. EST",365932,354634,356202,2102
US48,"12/27/2019 5 a.m. EST",366446,359332,359064,2037
US48,"12/27/2019 6 a.m. EST",374110,372725,367911,1914
US48,"12/27/2019 7 a.m. EST",390308,392275,384254,1179
US48,"12/27/2019 8 a.m. EST",408888,412455,399571,628
US48,"12/27/2019 9 a.m. EST",424259,426499,412413,-26
US48,"12/27/2019 10 a.m. EST",435830,435328,423003,318
US48,"12/27/2019 11 a.m. EST",441700,439570,430824,1126
US48,"12/27/2019 12 p.m. EST",441758,438733,430553,1947
US48,"12/27/2019 1 p.m. EST",438536,435152,426571,1912
US48,"12/27/2019 2 p.m. EST",433985,430680,423262,2242
US48,"12/27/2019 3 p.m. EST",430251,427283,421014,2499
US48,"12/27/2019 4 p.m. EST",427262,426548,419914,2410
US48,"12/27/2019 5 p.m. EST",429078,431612,424616,2905
US48,"12/27/2019 6 p.m. EST",438780,439015,429404,2602
US48,"12/27/2019 7 p.m. EST",448009,445409,433853,2343
US48,"12/27/2019 8 p.m. EST",450411,444810,436745,1480
US48,"12/27/2019 9 p.m. EST",448106,441740,431739,478
US48,"12/27/2019 10 p.m. EST",435541,430949,416901,-120
US48,"12/27/2019 11 p.m. EST",420012,415804,402225,70
US48,"12/28/2019 12 a.m. EST",406546,398763,389224,594
US48,"12/28/2019 1 a.m. EST",392976,383288,377421,1273
US48,"12/28/2019 2 a.m. EST",374985,369127,360942,714
US48,"12/28/2019 3 a.m. EST",365327,359336,353415,1045
US48,"12/28/2019 4 a.m. EST",359157,353698,349112,1287
US48,"12/28/2019 5 a.m. EST",357622,353623,346542,1383
US48,"12/28/2019 6 a.m. EST",359321,358146,350909,1255
US48,"12/28/2019 7 a.m. EST",366970,367102,358757,1271
US48,"12/28/2019 8 a.m. EST",378376,380230,369414,891
US48,"12/28/2019 9 a.m. EST",391626,394723,379587,415
US48,"12/28/2019 10 a.m. EST",403689,405791,391289,-644
US48,"12/28/2019 11 a.m. EST",411871,412278,397945,-802
US48,"12/28/2019 12 p.m. EST",414173,413318,402202,-238
US48,"12/28/2019 1 p.m. EST",412221,410851,398998,518
US48,"12/28/2019 2 p.m. EST",408253,406908,397309,367
US48,"12/28/2019 3 p.m. EST",405670,404368,394583,305
US48,"12/28/2019 4 p.m. EST",404560,405427,395239,189
US48,"12/28/2019 5 p.m. EST",407653,412433,401351,-451
US48,"12/28/2019 6 p.m. EST",419870,421752,407990,-586
US48,"12/28/2019 7 p.m. EST",430078,429200,414883,-1358
US48,"12/28/2019 8 p.m. EST",434021,430991,418208,-1167
US48,"12/28/2019 9 p.m. EST",433643,430035,416188,-907
US48,"12/28/2019 10 p.m. EST",424859,420987,407565,-597
US48,"12/28/2019 11 p.m. EST",412859,407124,395856,-671
US48,"12/29/2019 12 a.m. EST",397492,390720,382447,-674
US48,"12/29/2019 1 a.m. EST",381659,374043,366268,-308
US48,"12/29/2019 2 a.m. EST",372379,361689,357537,-914
US48,"12/29/2019 3 a.m. EST",363153,352528,350241,24
US48,"12/29/2019 4 a.m. EST",357584,347118,341831,-1463
US48,"12/29/2019 5 a.m. EST",354738,346371,341022,-1840
US48,"12/29/2019 6 a.m. EST",356185,349174,342606,-1482
US48,"12/29/2019 7 a.m. EST",360077,375597,348496,-617
US48,"12/29/2019 8 a.m. EST",369018,386250,356296,-1320
US48,"12/29/2019 9 a.m. EST",380882,399960,368251,-1885
US48,"12/29/2019 10 a.m. EST",394440,410250,382006,-1421
US48,"12/29/2019 11 a.m. EST",403136,416230,391571,-830
US48,"12/29/2019 12 p.m. EST",408307,417354,395763,-1040
US48,"12/29/2019 1 p.m. EST",411381,416809,399651,-662
US48,"12/29/2019 2 p.m. EST",411560,414180,398472,-247
US48,"12/29/2019 3 p.m. EST",410147,411488,399623,-285
US48,"12/29/2019 4 p.m. EST",410152,412289,398636,-155
US48,"12/29/2019 5 p.m. EST",414485,419625,406206,-72
US48,"12/29/2019 6 p.m. EST",425966,427783,414234,-637
US48,"12/29/2019 7 p.m. EST",436604,435674,421035,-784
US48,"12/29/2019 8 p.m. EST",441257,439330,425301,-1418
US48,"12/29/2019 9 p.m. EST",440554,439328,422553,-1937
US48,"12/29/2019 10 p.m. EST",430977,429323,411176,-1878
US48,"12/29/2019 11 p.m. EST",417550,413303,397601,-1854
US48,"12/30/2019 12 a.m. EST",401045,395148,386128,-1647
US48,"12/30/2019 1 a.m. EST",384944,378595,367998,-1938
US48,"12/30/2019 2 a.m. EST",373472,367633,358242,-1645
US48,"12/30/2019 3 a.m. EST",366836,359816,351704,-986
US48,"12/30/2019 4 a.m. EST",363325,358074,349578,-1400
US48,"12/30/2019 5 a.m. EST",364665,363937,352984,-867
US48,"12/30/2019 6 a.m. EST",372535,380143,365301,352
US48,"12/30/2019 7 a.m. EST",391592,403935,383728,586
US48,"12/30/2019 8 a.m. EST",414519,427472,405846,446
US48,"12/30/2019 9 a.m. EST",433064,444155,422461,-448
US48,"12/30/2019 10 a.m. EST",446908,454306,434888,-520
US48,"12/30/2019 11 a.m. EST",453819,459532,440570,-1119
US48,"12/30/2019 12 p.m. EST",455555,459071,442339,-775
US48,"12/30/2019 1 p.m. EST",453688,455165,440776,-467
US48,"12/30/2019 2 p.m. EST",449948,450347,437501,51
US48,"12/30/2019 3 p.m. EST",445521,445840,434511,1155
US48,"12/30/2019 4 p.m. EST",442220,444434,432778,1841
US48,"12/30/2019 5 p.m. EST",444030,450193,437425,1682
US48,"12/30/2019 6 p.m. EST",455135,459708,444561,883
US48,"12/30/2019 7 p.m. EST",467225,471576,453023,-218
US48,"12/30/2019 8 p.m. EST",472283,476366,457195,-410
US48,"12/30/2019 9 p.m. EST",471741,474737,454648,-530
US48,"12/30/2019 10 p.m. EST",462482,463725,444597,-276
US48,"12/30/2019 11 p.m. EST",447550,445836,429801,206
US48,"12/31/2019 12 a.m. EST",431386,426359,407031,1029
